artist_name,album_name,album_release_date,track_name,track_release_date,duration_ms,popularity,danceability,energy,acousticness,instrumentalness,valence,tempo,liveness,loudness,speechiness,audio_type,lyrics_full,lyrics_cleaned,spotify_url
Eraserheads,Ultraelectromagneticpop!,1/7/1993,Tindahan Ni Aling Nena,1/12/1993,185173,49,0.654,0.72,0.0698,0,0.655,137.28,0.226,-9.795,0.0773,studio,"[Intro: Ely Buendia]
Isang araw
[Verse 1]
Pumunta ako sa tindahan ni Aling Nena
Para bumili ng suka
Pagbayad ko aking nakita
Isang dalagang nakadungaw sa bintana
Natulala ako, laglag ang puso ko
Nalaglag rin ang sukang hawak ko
Napasigaw si Aling Nena
Ako naman ay parang nakuryenteng pusa!
Ngunit natanggal ang hiya
Nang nakita ko na nakatawa ang dalaga
Panay ang sorry ko sa pagmamadali
Nakalimutan pa ang sukli ko
Pagdating sa bahay, nagalit si nanay
Pero oks lang ako ay inlababo nang tunay
[Chorus]
Tindahan ni Aling Nena
Parang isang kuwentong pampelikula
Mura na at sarisari pa ang itinitinda
Pero ang tanging nais ko ay 'di nabibili ng pera
[Verse 2]
Pumunta ako sa tindahan, kinabukasan
Para makipagkilala
Ngunit sabi ni Aling Nena
Habang maaga'y huwag na raw akong umasa
Anak niya'y aalis na papuntang Canada
Tatlong araw na lang ay ba-bye na
[Chorus]
Tindahan ni Aling Nena
Parang isang kuwentong pampelikula
Mura na at sarisari pa ang itinitinda
Pero ang tanging nais ko ay 'di nabibili ng pera
[Verse 3]
Hindi mapigil ang damdamin
Ako'y nagmakaawang ipakilala
Payag daw siya kung araw-araw
Ay meron akong binibili sa tinda niya
Ako'y pumayag at pinakilala niya
Sa kanyang kaisa-isang dalaga
Ngunit nang makilala, siya'y tumalikod na
At iniwan akong nakatanga
[Chorus]
Tindahan ni Aling Nena
Parang isang kuwentong pampelikula
Mura na at sarisari pa ang itinitinda
Pero ang tanging nais ko ay 'di nabibili ng pera
Tindahan ni Aling Nena
Dito nauubos ang aking pera
Araw-araw ay naghihintay
O Aling Nena, please naman maawa ka-ahh
[Outro]
Alam nyo'ng nangyari?
Wala, ah, wala, ah
Ah-ah-ah-ah (Oh, diyos ko!)
Wala, ah, wala, ah
Ah, ah, ah","
Isang araw

Pumunta ako sa tindahan ni Aling Nena
Para bumili ng suka
Pagbayad ko aking nakita
Isang dalagang nakadungaw sa bintana
Natulala ako, laglag ang puso ko
Nalaglag rin ang sukang hawak ko
Napasigaw si Aling Nena
Ako naman ay parang nakuryenteng pusa!
Ngunit natanggal ang hiya
Nang nakita ko na nakatawa ang dalaga
Panay ang sorry ko sa pagmamadali
Nakalimutan pa ang sukli ko
Pagdating sa bahay, nagalit si nanay
Pero oks lang ako ay inlababo nang tunay

Tindahan ni Aling Nena
Parang isang kuwentong pampelikula
Mura na at sarisari pa ang itinitinda
Pero ang tanging nais ko ay 'di nabibili ng pera

Pumunta ako sa tindahan, kinabukasan
Para makipagkilala
Ngunit sabi ni Aling Nena
Habang maaga'y huwag na raw akong umasa
Anak niya'y aalis na papuntang Canada
Tatlong araw na lang ay ba-bye na

Tindahan ni Aling Nena
Parang isang kuwentong pampelikula
Mura na at sarisari pa ang itinitinda
Pero ang tanging nais ko ay 'di nabibili ng pera

Hindi mapigil ang damdamin
Ako'y nagmakaawang ipakilala
Payag daw siya kung araw-araw
Ay meron akong binibili sa tinda niya
Ako'y pumayag at pinakilala niya
Sa kanyang kaisa-isang dalaga
Ngunit nang makilala, siya'y tumalikod na
At iniwan akong nakatanga

Tindahan ni Aling Nena
Parang isang kuwentong pampelikula
Mura na at sarisari pa ang itinitinda
Pero ang tanging nais ko ay 'di nabibili ng pera
Tindahan ni Aling Nena
Dito nauubos ang aking pera
Araw-araw ay naghihintay
O Aling Nena, please naman maawa ka-ahh

Alam nyo'ng nangyari?
Wala, ah, wala, ah
Ah-ah-ah-ah (Oh, diyos ko!)
Wala, ah, wala, ah
Ah, ah, ah",https://open.spotify.com/track/1FsVa6q1CStHdgqZjaKwNk
Eraserheads,Ultraelectromagneticpop!: The 25th Anniversary Remastered Edition,23/11/2018,Shirley,18/02/1986,235922,33,0.303,0.946,0.107,0.000282,0.397,152.709,0.158,-7.232,0.191,studio,"[Verse 1]
In love na naman si Shirley
Sa binatang maganda ang kotse
Sila'y nag-date sa may Antipolo kagabi
Lagi na siyang naka-dress sa eskuwela
Nakaayos palagi ang buhok niya
Lumulutang sa ulap 'pag naglalakad sa kalye
[Chorus]
Ganyan ma-in love, love, love, love, love
Ganyan ma-in love, love, love, love, love
Ganyan ma-in love, love, love, love, love
Ganyan ma-in love
[Verse 2]
The next week, magsiyota na sila
Magkaholding hands papunta sa C.A.S.A.A
Kung maglandian akala mo'y walang katabi
[Chorus]
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love, oh
[Post-Chorus]
Oh, oh, oh
[Chorus]
Love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
[Bridge]
Ngunit isang araw
Sa may SM sila'y nag-away
Nagtampuhan, may iyakan
Hanggang maubos ang laway (Sa away)
Hiwalay silang umuwi at sila'y nag-break (Oh)
[Verse 3]
After three days
Nag-ring ang telepono ni Shirley
Si binata ngayo'y nagso-sorry
Ilang minuto na lang at sila'y mag-on na uli
[Chorus]
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love, love, love, love, uh
Love, love, love, love
Ganyan ma-in love, love, love, love
Ganyan ma-in love, hey
[Post-Chorus]
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
[Outro]
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley","
In love na naman si Shirley
Sa binatang maganda ang kotse
Sila'y nag-date sa may Antipolo kagabi
Lagi na siyang naka-dress sa eskuwela
Nakaayos palagi ang buhok niya
Lumulutang sa ulap 'pag naglalakad sa kalye

Ganyan ma-in love, love, love, love, love
Ganyan ma-in love, love, love, love, love
Ganyan ma-in love, love, love, love, love
Ganyan ma-in love

The next week, magsiyota na sila
Magkaholding hands papunta sa C.A.S.A.A
Kung maglandian akala mo'y walang katabi

Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love, oh

Oh, oh, oh

Love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)

Ngunit isang araw
Sa may SM sila'y nag-away
Nagtampuhan, may iyakan
Hanggang maubos ang laway (Sa away)
Hiwalay silang umuwi at sila'y nag-break (Oh)

After three days
Nag-ring ang telepono ni Shirley
Si binata ngayo'y nagso-sorry
Ilang minuto na lang at sila'y mag-on na uli

Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love, love, love, love, uh
Love, love, love, love
Ganyan ma-in love, love, love, love
Ganyan ma-in love, hey

In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley

In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley",https://open.spotify.com/track/7wGGaZ7o5Hj4qguJd49yns
Eraserheads,Ultraelectromagneticpop!,1/7/1993,Shirley,18/02/1986,235922,33,0.303,0.953,0.0144,0.0324,0.35,153.96,0.158,-7.232,0.191,studio,"[Verse 1]
In love na naman si Shirley
Sa binatang maganda ang kotse
Sila'y nag-date sa may Antipolo kagabi
Lagi na siyang naka-dress sa eskuwela
Nakaayos palagi ang buhok niya
Lumulutang sa ulap 'pag naglalakad sa kalye
[Chorus]
Ganyan ma-in love, love, love, love, love
Ganyan ma-in love, love, love, love, love
Ganyan ma-in love, love, love, love, love
Ganyan ma-in love
[Verse 2]
The next week, magsiyota na sila
Magkaholding hands papunta sa C.A.S.A.A
Kung maglandian akala mo'y walang katabi
[Chorus]
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love, oh
[Post-Chorus]
Oh, oh, oh
[Chorus]
Love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
[Bridge]
Ngunit isang araw
Sa may SM sila'y nag-away
Nagtampuhan, may iyakan
Hanggang maubos ang laway (Sa away)
Hiwalay silang umuwi at sila'y nag-break (Oh)
[Verse 3]
After three days
Nag-ring ang telepono ni Shirley
Si binata ngayo'y nagso-sorry
Ilang minuto na lang at sila'y mag-on na uli
[Chorus]
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love, love, love, love, uh
Love, love, love, love
Ganyan ma-in love, love, love, love
Ganyan ma-in love, hey
[Post-Chorus]
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
[Outro]
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley","
In love na naman si Shirley
Sa binatang maganda ang kotse
Sila'y nag-date sa may Antipolo kagabi
Lagi na siyang naka-dress sa eskuwela
Nakaayos palagi ang buhok niya
Lumulutang sa ulap 'pag naglalakad sa kalye

Ganyan ma-in love, love, love, love, love
Ganyan ma-in love, love, love, love, love
Ganyan ma-in love, love, love, love, love
Ganyan ma-in love

The next week, magsiyota na sila
Magkaholding hands papunta sa C.A.S.A.A
Kung maglandian akala mo'y walang katabi

Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love, oh

Oh, oh, oh

Love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)
Ganyan ma-in love (In love na naman si Shirley)

Ngunit isang araw
Sa may SM sila'y nag-away
Nagtampuhan, may iyakan
Hanggang maubos ang laway (Sa away)
Hiwalay silang umuwi at sila'y nag-break (Oh)

After three days
Nag-ring ang telepono ni Shirley
Si binata ngayo'y nagso-sorry
Ilang minuto na lang at sila'y mag-on na uli

Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love (Love, love, love, love, love)
Ganyan ma-in love, love, love, love, uh
Love, love, love, love
Ganyan ma-in love, love, love, love
Ganyan ma-in love, hey

In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley

In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley
In love na naman si Shirley",https://open.spotify.com/track/7wGGaZ7o5Hj4qguJd49yns
Eraserheads,Ultraelectromagneticpop!: The 25th Anniversary Remastered Edition,23/11/2018,Shake Yer Head,1/12/1993,243333,38,0.699,0.457,0.436,0,0.58,100.265,0.304,-12.216,0.0296,studio,"[Verse 1]
I was born upside down
I felt my grandma put my feet on the ground
They put a spoon in my mouth
And everyone was shocked to hear me shout
Well I knew I couldn't take
All the dog food that they make
I'd just as soon as put myself on a stake and burn
[Chorus]
I saw it comin' around
I saw it comin' around, yeah
I saw it comin' around
So I just, yeah
Shook my head and walked away
[Verse 2]
I grew up in a town
Where everybody tried to push me around
The girls were alright but the guys were tough
They're always buggin' me with macho stuff
Well, I ain't no stupid fighter
I go for flower power
I've been running every race just to save my face, yeah
[Chorus]
I saw it comin' around
I saw it comin' around, yeah
I saw it comin' around
So I just, yeah
Shook my head and walked away
[Bridge]
Well, they try to see if you care
It's just a matter of not begging for more
You know it's really suicidal to just give in
With people, you can never really be sure
[Verse 3]
O-hoh, when it gets down to this, they'll eat you up
When the words get in your head, they'll stitch you up
It's a saving grace to have enough
When you find yourself in a compromising spot
You should know, you shouldn't take
All that dog food that they make
You'd just as soon as put yourself on a stake and burn
[Chorus]
You'll see it comin' around
You'll see it comin', comin' around
When you, oh, when you see it coming around
You just, yeah
Shake yer head and walk away!
[Outro]
Yeah! (Shake yer head and walk away)
Alright!
Shake, shake, shake
(Shake yer head)
Shake, shake, shake
(Shake yer head)
Yes, the one you think with
Ohh c'mon, c'mon","
I was born upside down
I felt my grandma put my feet on the ground
They put a spoon in my mouth
And everyone was shocked to hear me shout
Well I knew I couldn't take
All the dog food that they make
I'd just as soon as put myself on a stake and burn

I saw it comin' around
I saw it comin' around, yeah
I saw it comin' around
So I just, yeah
Shook my head and walked away

I grew up in a town
Where everybody tried to push me around
The girls were alright but the guys were tough
They're always buggin' me with macho stuff
Well, I ain't no stupid fighter
I go for flower power
I've been running every race just to save my face, yeah

I saw it comin' around
I saw it comin' around, yeah
I saw it comin' around
So I just, yeah
Shook my head and walked away

Well, they try to see if you care
It's just a matter of not begging for more
You know it's really suicidal to just give in
With people, you can never really be sure

O-hoh, when it gets down to this, they'll eat you up
When the words get in your head, they'll stitch you up
It's a saving grace to have enough
When you find yourself in a compromising spot
You should know, you shouldn't take
All that dog food that they make
You'd just as soon as put yourself on a stake and burn

You'll see it comin' around
You'll see it comin', comin' around
When you, oh, when you see it coming around
You just, yeah
Shake yer head and walk away!

Yeah! (Shake yer head and walk away)
Alright!
Shake, shake, shake
(Shake yer head)
Shake, shake, shake
(Shake yer head)
Yes, the one you think with
Ohh c'mon, c'mon",https://open.spotify.com/track/1wWLp3ZHBp3NU3DUOWpA76
Eraserheads,Ultraelectromagneticpop!,1/7/1993,Shake Yer Head,1/12/1993,243333,38,0.699,0.379,0.32,0,0.564,100.077,0.304,-12.216,0.0296,studio,"[Verse 1]
I was born upside down
I felt my grandma put my feet on the ground
They put a spoon in my mouth
And everyone was shocked to hear me shout
Well I knew I couldn't take
All the dog food that they make
I'd just as soon as put myself on a stake and burn
[Chorus]
I saw it comin' around
I saw it comin' around, yeah
I saw it comin' around
So I just, yeah
Shook my head and walked away
[Verse 2]
I grew up in a town
Where everybody tried to push me around
The girls were alright but the guys were tough
They're always buggin' me with macho stuff
Well, I ain't no stupid fighter
I go for flower power
I've been running every race just to save my face, yeah
[Chorus]
I saw it comin' around
I saw it comin' around, yeah
I saw it comin' around
So I just, yeah
Shook my head and walked away
[Bridge]
Well, they try to see if you care
It's just a matter of not begging for more
You know it's really suicidal to just give in
With people, you can never really be sure
[Verse 3]
O-hoh, when it gets down to this, they'll eat you up
When the words get in your head, they'll stitch you up
It's a saving grace to have enough
When you find yourself in a compromising spot
You should know, you shouldn't take
All that dog food that they make
You'd just as soon as put yourself on a stake and burn
[Chorus]
You'll see it comin' around
You'll see it comin', comin' around
When you, oh, when you see it coming around
You just, yeah
Shake yer head and walk away!
[Outro]
Yeah! (Shake yer head and walk away)
Alright!
Shake, shake, shake
(Shake yer head)
Shake, shake, shake
(Shake yer head)
Yes, the one you think with
Ohh c'mon, c'mon","
I was born upside down
I felt my grandma put my feet on the ground
They put a spoon in my mouth
And everyone was shocked to hear me shout
Well I knew I couldn't take
All the dog food that they make
I'd just as soon as put myself on a stake and burn

I saw it comin' around
I saw it comin' around, yeah
I saw it comin' around
So I just, yeah
Shook my head and walked away

I grew up in a town
Where everybody tried to push me around
The girls were alright but the guys were tough
They're always buggin' me with macho stuff
Well, I ain't no stupid fighter
I go for flower power
I've been running every race just to save my face, yeah

I saw it comin' around
I saw it comin' around, yeah
I saw it comin' around
So I just, yeah
Shook my head and walked away

Well, they try to see if you care
It's just a matter of not begging for more
You know it's really suicidal to just give in
With people, you can never really be sure

O-hoh, when it gets down to this, they'll eat you up
When the words get in your head, they'll stitch you up
It's a saving grace to have enough
When you find yourself in a compromising spot
You should know, you shouldn't take
All that dog food that they make
You'd just as soon as put yourself on a stake and burn

You'll see it comin' around
You'll see it comin', comin' around
When you, oh, when you see it coming around
You just, yeah
Shake yer head and walk away!

Yeah! (Shake yer head and walk away)
Alright!
Shake, shake, shake
(Shake yer head)
Shake, shake, shake
(Shake yer head)
Yes, the one you think with
Ohh c'mon, c'mon",https://open.spotify.com/track/1wWLp3ZHBp3NU3DUOWpA76
Eraserheads,Ultraelectromagneticpop!: The 25th Anniversary Remastered Edition,23/11/2018,Pare Ko,1/12/1993,325000,63,0.479,0.617,0.32,0,0.462,144.625,0.0718,-11.694,0.0293,studio,"[Verse 1]
Pare ko, meron akong problema
'Wag mong sabihing ""na naman?""
In love ako sa isang kolehiyala
Hindi ko maintindihan
'Wag na nating idaan sa ma-boteng usapan
Lalo lang madaragdagan
Ang sakit ng ulo at bilbil sa tiyan
[Verse 2]
Anong sarap kami'y naging magkaibigan
Napuno ako ng pag-asa
'Yun pala, haggang do'n lang ang kaya
Akala ko ay pwede pa
[Pre-Chorus]
Masakit mang isipin kailangang tanggapin?
Kung kailan ka naging seryoso
Saka ka niya gagaguhin!
[Chorus]
Oh, jusko, ano ba naman ito?
'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?
[Verse 3]
Sabi niya ayaw niya munang magkasiyota
De-hins ako naniwala
'Di nagtagal, naging gano'n na rin ang tema
Kulang na lang ay sagot niya
[Pre-Chorus]
Ba't ba ang labo niya?
'Di ko mapinta
Hanggang kailan maghihintay?
Ako ay nabuburat na!
[Bridge]
Pero, minamahal ko siya
'Di biro, T.L. ako sa kaniya
Alam kong nababaduyan ka na sa mga sinasabi ko
Pero sana naman ay maintindihan mo
[Verse 4]
Oh, pare ko, meron ka bang maipapayo?
Kung wala ay okay lang
Kailangan lang ay ang iyong pakikiramay
Andito ka ay ayos na
[Pre-Chorus]
Masakit mang isipin kailangang tanggapin?
Kung kailan ka naging seryoso
Saka ka niya gagaguhin!
[Chorus]
Oh, jusko, ano ba naman ito?
'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?
[Outro]
'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?","
Pare ko, meron akong problema
'Wag mong sabihing ""na naman?""
In love ako sa isang kolehiyala
Hindi ko maintindihan
'Wag na nating idaan sa ma-boteng usapan
Lalo lang madaragdagan
Ang sakit ng ulo at bilbil sa tiyan

Anong sarap kami'y naging magkaibigan
Napuno ako ng pag-asa
'Yun pala, haggang do'n lang ang kaya
Akala ko ay pwede pa

Masakit mang isipin kailangang tanggapin?
Kung kailan ka naging seryoso
Saka ka niya gagaguhin!

Oh, jusko, ano ba naman ito?
'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?

Sabi niya ayaw niya munang magkasiyota
De-hins ako naniwala
'Di nagtagal, naging gano'n na rin ang tema
Kulang na lang ay sagot niya

Ba't ba ang labo niya?
'Di ko mapinta
Hanggang kailan maghihintay?
Ako ay nabuburat na!

Pero, minamahal ko siya
'Di biro, T.L. ako sa kaniya
Alam kong nababaduyan ka na sa mga sinasabi ko
Pero sana naman ay maintindihan mo

Oh, pare ko, meron ka bang maipapayo?
Kung wala ay okay lang
Kailangan lang ay ang iyong pakikiramay
Andito ka ay ayos na

Masakit mang isipin kailangang tanggapin?
Kung kailan ka naging seryoso
Saka ka niya gagaguhin!

Oh, jusko, ano ba naman ito?
'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?

'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?",https://open.spotify.com/track/7uuirrtCr8O8fz7kQS6VUR
Eraserheads,Ultraelectromagneticpop!,1/7/1993,Pare Ko,1/12/1993,325000,63,0.479,0.493,0.0263,3.76E-06,0.438,144.546,0.0718,-11.694,0.0293,studio,"[Verse 1]
Pare ko, meron akong problema
'Wag mong sabihing ""na naman?""
In love ako sa isang kolehiyala
Hindi ko maintindihan
'Wag na nating idaan sa ma-boteng usapan
Lalo lang madaragdagan
Ang sakit ng ulo at bilbil sa tiyan
[Verse 2]
Anong sarap kami'y naging magkaibigan
Napuno ako ng pag-asa
'Yun pala, haggang do'n lang ang kaya
Akala ko ay pwede pa
[Pre-Chorus]
Masakit mang isipin kailangang tanggapin?
Kung kailan ka naging seryoso
Saka ka niya gagaguhin!
[Chorus]
Oh, jusko, ano ba naman ito?
'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?
[Verse 3]
Sabi niya ayaw niya munang magkasiyota
De-hins ako naniwala
'Di nagtagal, naging gano'n na rin ang tema
Kulang na lang ay sagot niya
[Pre-Chorus]
Ba't ba ang labo niya?
'Di ko mapinta
Hanggang kailan maghihintay?
Ako ay nabuburat na!
[Bridge]
Pero, minamahal ko siya
'Di biro, T.L. ako sa kaniya
Alam kong nababaduyan ka na sa mga sinasabi ko
Pero sana naman ay maintindihan mo
[Verse 4]
Oh, pare ko, meron ka bang maipapayo?
Kung wala ay okay lang
Kailangan lang ay ang iyong pakikiramay
Andito ka ay ayos na
[Pre-Chorus]
Masakit mang isipin kailangang tanggapin?
Kung kailan ka naging seryoso
Saka ka niya gagaguhin!
[Chorus]
Oh, jusko, ano ba naman ito?
'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?
[Outro]
'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?","
Pare ko, meron akong problema
'Wag mong sabihing ""na naman?""
In love ako sa isang kolehiyala
Hindi ko maintindihan
'Wag na nating idaan sa ma-boteng usapan
Lalo lang madaragdagan
Ang sakit ng ulo at bilbil sa tiyan

Anong sarap kami'y naging magkaibigan
Napuno ako ng pag-asa
'Yun pala, haggang do'n lang ang kaya
Akala ko ay pwede pa

Masakit mang isipin kailangang tanggapin?
Kung kailan ka naging seryoso
Saka ka niya gagaguhin!

Oh, jusko, ano ba naman ito?
'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?

Sabi niya ayaw niya munang magkasiyota
De-hins ako naniwala
'Di nagtagal, naging gano'n na rin ang tema
Kulang na lang ay sagot niya

Ba't ba ang labo niya?
'Di ko mapinta
Hanggang kailan maghihintay?
Ako ay nabuburat na!

Pero, minamahal ko siya
'Di biro, T.L. ako sa kaniya
Alam kong nababaduyan ka na sa mga sinasabi ko
Pero sana naman ay maintindihan mo

Oh, pare ko, meron ka bang maipapayo?
Kung wala ay okay lang
Kailangan lang ay ang iyong pakikiramay
Andito ka ay ayos na

Masakit mang isipin kailangang tanggapin?
Kung kailan ka naging seryoso
Saka ka niya gagaguhin!

Oh, jusko, ano ba naman ito?
'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?

'Di ba? Tangina!
Nagmukha akong tanga
Pinaasa niya lang ako
Letseng pag-ibig 'to!
Jusko, ano ba naman ito?",https://open.spotify.com/track/7uuirrtCr8O8fz7kQS6VUR
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,Alapaap - Live,28/07/2008,328853,28,0.271,0.9,0.0154,0.0309,0.184,149.141,0.979,-7.541,0.135,live,Not available,Not available,https://open.spotify.com/track/3HKfIrrPFC0vEEA1Tmmye0
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,Ligaya - Live,28/07/2008,227680,25,0.485,0.697,0.0639,0,0.641,124.638,0.325,-8.925,0.0461,live,Not available,Not available,https://open.spotify.com/track/4OArOnUCEZyQAC4TbLB4gj
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,Sembreak - Live,28/07/2008,237493,25,0.287,0.946,0.00228,6.58E-05,0.623,149.195,0.916,-6.084,0.0555,live,Not available,Not available,https://open.spotify.com/track/5zzPKdYvyh6vPxVprTN4ik
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,"Hey, Jay - Live",28/07/2008,267653,21,0.457,0.868,0.013,6.58E-05,0.789,138.397,0.953,-6.326,0.0366,live,Not available,Not available,https://open.spotify.com/track/3bGN3alQYGeMnRcjMUB6Vc
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,Harana - Live,28/07/2008,358360,22,0.222,0.908,0.000416,0.00996,0.204,134.849,0.974,-6.701,0.046,live,Not available,Not available,https://open.spotify.com/track/4FbEgv81otkov2mTc6lvGl
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,Fruitcake - Live,28/07/2008,278000,21,0.393,0.617,0.0317,0,0.272,87.17,0.931,-6.895,0.029,live,Not available,Not available,https://open.spotify.com/track/0lFqq1BFxE5LkjM0cKf6BN
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,Toyang - Live,28/07/2008,251413,24,0.261,0.904,0.0188,0.000412,0.392,155.386,0.418,-6.812,0.131,live,Not available,Not available,https://open.spotify.com/track/1UwYfE8PyVXDat7HFRbN0N
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,Kamasupra - Live,15/03/2024,284753,23,0.396,0.934,0.00688,0.00187,0.63,135.991,0.22,-6.592,0.0663,live,Not available,Not available,https://open.spotify.com/track/3AAUgFNRwdStgo8OcMRuPx
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,Kailan - Live,28/07/2008,208386,23,0.399,0.612,0.706,7.60E-06,0.445,111.306,0.984,-8.285,0.0447,live,Not available,Not available,https://open.spotify.com/track/0c3A5KGErTa7hXy0KihFlW
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,Huwag Kang Matakot - Live,28/07/2008,185853,24,0.434,0.886,0.0204,0.000994,0.763,139.044,0.989,-7.346,0.0421,live,Not available,Not available,https://open.spotify.com/track/27VuJ5IyaSghGCLxiUelTR
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,Kaliwete - Live,28/07/2008,184933,25,0.226,0.945,0.00698,0.00083,0.489,151.514,0.446,-4.944,0.0559,live,Not available,Not available,https://open.spotify.com/track/4QI32Gb6WfeYRafMEUYNzI
Eraserheads,Eraserheads: The Reunion Concert!,30/08/2008,With A Smile - Live,28/07/2008,323946,28,0.357,0.37,0.622,1.18E-05,0.165,140.188,0.0741,-11.329,0.0301,live,Not available,Not available,https://open.spotify.com/track/48hwE8ZQ5LMlQnFLsx5O41
